code,Nom,Handelsbenaming,Rue,Numero,Code postal,Localité,Pays,Téléphone,Verkort-nr,Fax-nr,Gsm,BTW-nr,Mail leveringsbon,Mail factuur,Familienaam contactpersoon,Voornaam Contactpersoon,Telefoonnr,E-mail,Functie,Afzetkanaal,Klantengroep,Datum laatste bestelling,Facturatieperiode,Max. toegestaan krediet,Datum aanmaak klant,Transporteur,Alfacode,Picking groep,Vertegenwoordiger,Naam
2089.0,LE LA DU HAUTBOIS ASBL,,RUE DU HAUTBOIS,13,7000.0,MONS,BEL,065/59.51.42,,,,BE0644.517.884,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-10-13,MONS,,,1.0,HTT
2090.0,CARDIPLAI SCRL,,GRAND-PLACE,9,7390.0,QUAREGNON,BEL,,,,,BE0787.550.819,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-02-13,Klanten HTT,0.0,2022-10-13,MONS,,,1.0,HTT
2092.0,BOULE DE BLEU SPRL,,RUE DE LA COUPE,46,7000.0,MONS,BEL,065/84.58.19,,,0485/71.25.60,BE0648.635.634,NEE,NEE,boekhouding,,,bouledebleu@icloud.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-05,Klanten HTT,1500.0,2022-10-14,MONS,,,1.0,HTT
2093.0,BAYOUDH SAHBI,LA MAISON DU COCHER,PLACE DE LOMBISE,12,7870.0,LOMBISE,BEL,068/45.52.23,,,,BE0717.384.977,NEE,JA,boekhouding,,,lamaisonducocher@skynet.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-10-14,MONS,,,1.0,HTT
2094.0,CAMILA SPRL,LE CHEF & MOI,RUE DU CHEVET ST-PIERRE,6,7500.0,TOURNAI,BEL,,,,0479/38.70.20,BE0780.976.296,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2022-10-12,Klanten HTT,500.0,2022-10-14,MONS,,,1.0,HTT
2095.0,BELLEVUE MONS SPRL,,RUE DES CLERCS,9,7000.0,MONS,BEL,,,,0474/21.99.10,BE0675.448.315,NEE,NEE,boekhouding,,,info@artdesmetsmons.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1500.0,2022-10-14,MONS,,,1.0,HTT
2096.0,VIS A VIS SPRL,,RUE DE LA COUPE,35,7000.0,MONS,BEL,,,,0476/88.12.24,BE0720.735.734,NEE,NEE,boekhouding,,,visavismons@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-10-17,MONS,,,1.0,HTT
2098.0,CAB DU MIN-PRESIDENT ELIO DI RUPO,REGION WALLONNE,RUE MAZY,25-27,5100.0,JAMBES,BEL,,,,,,NEE,JA,boekhouding,,,tindaro.tassone@gov.wallonie.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-01-03,Klanten HTT,1000.0,2022-10-17,MONS,,,1.0,HTT
2100.0,LA FOLLE EPOQUE,,CHAUSSEE DE NAMUR,19,1300.0,WAVRE,BEL,,,,0472/80.02.08,BE0461.313.093,NEE,NEE,Boekhouding,,,folleepoquefacture@gmail.com,,,09 HORECA,2026-01-08,Klanten HTT,0.0,2022-10-19,MONS,,,1.0,HTT
2101.0,LE PERE MICHEL SCRL,,RUE DE LONGEAU,54,5100.0,DAVE,BEL,,,,0499/25.89.91,BE0437.634.306,NEE,NEE,boekhouding,,,restaurantle54@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-10-19,MONS,,,1.0,HTT
2103.0,FOOD METAL JACKET SPRL,,RUE DU VENT,26,7070.0,GOTTIGNIES,BEL,,,,0498/51.30.31,BE0555.779.415,NEE,JA,boekhouding,,,bencookhome@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-10-19,MONS,,,1.0,HTT
2104.0,POIVRE FREDERIC SPRL,,RUE DU GRAND PRE,13,6560.0,HANTES-WIHERIES,BEL,,,,0499/27.64.05,BE0654.881.642,JA,NEE,Boekkhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,2026-01-06,Klanten HTT,5000.0,2022-10-19,MONS,,,1.0,HTT
2106.0,MBAT SPRL,,RUE DES CLERCS,8,7000.0,MONS,BEL,,,,0496/53.09.52,BE0734.643.158,NEE,NEE,boekhouding,,,monbaratapas@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-10-20,MONS,,,1.0,HTT
2107.0,BTISSAM BENACHIR,MILLE ET UNE NUIT,FAUBOURG DE BRUXELLES,260,6041.0,GOSSELIES,BEL,071/37.02.48,,,,BE0886.062.435,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-10-21,MONS,,,1.0,HTT
2108.0,LA CLEF DESCHAMPS,,RUE LESCREVRE,2,7830.0,BASSILY,BEL,,,,0477/44.61.33,BE0669.750.059,NEE,NEE,boekhouding,,,info@laclefdeschamps.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-07-03,Klanten HTT,1500.0,2022-10-24,MONS,,,1.0,HTT
2110.0,GRAPHIC S.T. SPRL,,RUE DE CLAIRE FONTAINE,195,7160.0,CHAPELLE-LEZ-HERLAIMONT,BEL,,,,,BE0452.921.308,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,boekhouding,,,thierry.selvais@gmail.com,,,09 HORECA,,Klanten HTT,0.0,2022-10-24,MONS,,,1.0,HTT
2114.0,CHEZ GIUSEPPE ET LOUNA SPRL,,CHAUSSEE DE RANSART,316A,6060.0,GILLY,BEL,071/17.89.64,,,0488/04.50.98,BE0669.793.611,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-10-26,MONS,,,1.0,HTT
2116.0,SCHOEMANS NATHALIE ,TRAITEUR LUNCH ET VOUS,BOULEVARD FULGENCE MASSON,44,7000.0,MONS,BEL,,,,0475/86.73.57,BE0755.722.842,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-10-27,MONS,,,1.0,HTT
2117.0,RIJOMATIC,LES FOUGERES,GRAND-RUE DE FELUY,2A,7181.0,FELUY,BEL,067/87.92.46,,,,BE0473.499.758,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2022-10-27,Klanten HTT,0.0,2022-10-27,MONS,,,1.0,HTT
2120.0,LBD HORECA GESTION,AUBERGE DE THINES,CHAUSSEE DE NAMUR,113,1400.0,NIVELLES,BEL,,,,0493/50.52.90,BE0552.872.383,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,info@aubergedethines.be,,,09 HORECA,,Klanten HTT,1500.0,2022-10-28,MONS,,,1.0,HTT
2121.0,PEERSMAN A-F,,RUE LONGUE,2,6200.0,BOUFFIOULX,BEL,,,,,BE0642.666.570,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-10-28,MONS,,,1.0,HTT
2123.0,BOUTONDOR SRL,LE BOUTON D'OR,CHAUSSEE DE BRUXELLES,135,7031.0,CASTEAU,BEL,065/72.36.27,,,,BE0426.966.977,NEE,NEE,boekhouding,,,info@leboutondor.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1500.0,2022-11-02,MONS,,,1.0,HTT
2125.0,VERDE FOOD,L'ENVERS RESTAURANT,RUE DE LA COUPE,20,7000.0,MONS,BEL,,,,0485/46.51.72,BE0689.882.212,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,verdeantoni@hotmail.com,,,09 HORECA,,Klanten HTT,1000.0,2022-11-02,MONS,,,1.0,HTT
2126.0,WATTCOOK SPRL,,AVENUE REINE ASTRID,31,7000.0,MONS,BEL,,,,0485/15.93.24,BE0524.783.460,NEE,JA,boekhouding,,,salut@jeanphi.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2022-11-04,Klanten HTT,0.0,2022-11-04,MONS,,,1.0,HTT
2129.0,LIME SRL,TRAITEUR LIME,RUE DES ENHAUT,58,7070.0,VILLE SUR HAINE,BEL,,,,0477/77.16.01,BE0627.619.890,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1500.0,2022-11-15,MONS,,,1.0,HTT
2130.0,BYBS SRL,BAGU RESTAURANT,CHEMIN DE MARELLES,3,6530.0,THUIN,BEL,,,,0472/36.30.54,BE0788.907.532,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,Bybsresto@gmail.com,,,09 HORECA,,Klanten HTT,1000.0,2022-11-15,MONS,,,1.0,HTT
2133.0,GOBEST SPRL,,GRAND PLACE,7,7370.0,DOUR,BEL,,,,0474/27.00.04,BE0502.869.972,NEE,JA,boekhouding,,,cristobal_01@live.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-11-18,MONS,,,1.0,HTT
2134.0,M&C SPRL,LA PATATERIE,BOULEVARD ANDRE DELVAUX,1,7000.0,MONS,BEL,065/78.01.50,,,,BE0806.586.276,NEE,JA,boekhouding,,,restaurant@lapataterie-patamons.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2022-11-18,Klanten HTT,0.0,2022-11-18,MONS,,,1.0,HTT
2135.0,BN CONSULTING,NEUSY BENOIT,RUE JULES DESTREE,17,7321.0,BLATON,BEL,,,,0478/52.91.69,BE0783.537.888,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,boekhouding,,,Bneusy78@gmail.com,,,09 HORECA,,Klanten HTT,1000.0,2022-11-23,MONS,,,1.0,HTT
2136.0,LA FERME DU COQ,,BOULEVARD DU COQ,44,7100.0,SAINT-VAAST,BEL,064/26.76.46,,,0497/41.17.67,BE0825.217.602,NEE,NEE,boekhouding,,,fermeducoq@skynet.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-11-24,MONS,,,1.0,HTT
2137.0,RUGBY CLUB MONS CRAMONCIAU,,RUE DE MONS,365,7011.0,GHLIN,BEL,,,,0474/69.04.11,BE0432.230.119,NEE,NEE,boekhouding,,,gestion@rugbyclubmons.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-11-25,MONS,,,1.0,HTT
2138.0,CEDIVINPAUWELS CEDRIC,,RUE DE LA CASCADE,18,7022.0,HYON,BEL,,,,0475/85.26.21,BE0700.894.185,NEE,NEE,boekhouding,,,cedivinhyon@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-11-25,MONS,,,1.0,HTT
2140.0,L'ORNELIA TRAITEUR,RAGNO MANUEL,RUE D'HAININ,65,7350.0,HAININ,BEL,,,,0474/92.07.20,BE0732.721.568,NEE,NEE,boekhouding,,,lornelia.traiteur@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2022-11-28,MONS,,,1.0,HTT
2141.0,LA FAIM DE LA SEMAINE SCRL,,RUE DE WALHAIN,2,7133.0,BUVRINNES,BEL,,,,0476/92.86.32,BE0741.792.157,NEE,NEE,boekhouding,,,lafaimdelasemaine@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-11-29,MONS,,,1.0,HTT
2142.0,CENTRE IFAPME MONS - BORINAGE CENTRE,,AVENUE DU TIR,79 A,7000.0,MONS,BEL,,,,,BE0865.567.325,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-11-29,MONS,,,1.0,HTT
2144.0,PRORESTO SPRL,LA PLANCHE,CHAUSSEE DU PONT DU SART,240,7110.0,LA LOUVIERE,BEL,,,,,BE0890.696.659,NEE,JA,boekhouding,,,jonathan.nicolo@live.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-11-29,Klanten HTT,0.0,2022-12-02,MONS,,,1.0,HTT
2145.0,DEGARDIN OMER,BOUCHERIE OMER,RUE DU COMMERCE,220,7370.0,ELOUGES,BEL,065/65.31.96,,,,BE0664.079.024,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-12-05,MONS,,,1.0,HTT
2147.0,LAVOIR DE MESSINES SPRL,,GRAND RUE,110,7000.0,MONS,BEL,065/35.49.95,,,,BE0432.031.466,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2022-12-19,Klanten HTT,0.0,2022-12-06,MONS,,,1.0,HTT
2150.0,VENTE CONTANTE GHLIN,,,,,,BEL,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-07,Klanten HTT,0.0,2022-12-08,MONS,,,1.0,HTT
2152.0,RONSYN DELPHINE RESTAURANT,,CHAUSEE D'ENGHEIN,61A,1430.0,REBECQ,BEL,,,,0477/60.20.93,BE0812.740.828,NEE,NEE,boekhouding,,,facture@restaurantdr.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-06-21,Klanten HTT,1500.0,2022-12-09,MONS,,,1.0,HTT
2153.0,6000 EATUDE,VOLON THIBAUD,RUE DE LA NEUVILLE,10/B,6000.0,CHARLEROI,BEL,071/30.42.09,,,,BE0628.603.649,NEE,NEE,boekhouding,,,6000eatude@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-12-12,MONS,,,1.0,HTT
2154.0,SASIRO,,RUE GRANDE,75,7330.0,SAINT-GHISLAIN,BEL,,,,0475/66.05.92,BE0476.451.825,NEE,NEE,boekhouding,,,info@olivenoire.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2022-12-26,Klanten HTT,1000.0,2022-12-12,MONS,,,1.0,HTT
2156.0,PEETERS EVELYNE,,AVENUE DE SAINT PIERRE,75,7000.0,MONS,BEL,,,,0471/60.20.70,BE0427.113.665,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-12-13,MONS,,,1.0,HTT
2158.0,AUX PLAISIRS DE LA TABLE,,PLACE DE LOMBISE,7,7870.0,LOMBISE,BEL,068/33.38.48,,,0491/08.89.85,BE0465.435.395,NEE,JA,boekhouding,,,glace.bertrand@hotmail.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,0.0,2022-12-15,MONS,,,1.0,HTT
2161.0,HIRSOUX GREGORY,G.H. TRAITEUR,RUE JULES LETELLIER,9,7120.0,ESTINNES,BEL,,,,0491/22.44.47,BE0777.795.488,NEE,NEE,boekhouding,,,reidroc81@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-12-19,MONS,,,1.0,HTT
2162.0,STRICCELLE CHRISTOPHE,AU PETIT BONHEUR,PLACE VERTE,26,5620.0,FLORENNES,BEL,,,,0496/12.20.93,BE0658.543.094,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,ficellestriccelle@gmail.com,,,09 HORECA,,Klanten HTT,500.0,2022-12-19,MONS,,,1.0,HTT
2164.0,CHATEAU NOUGATINE,,GRAND RUE,44-46,6470.0,RANCE,BEL,,,,0497/03.86.22,BE0826.378.335,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-12-20,MONS,,,1.0,HTT
2167.0,DEVOS YOLANDE,LA FOURCHETTE EN BOUCHE,RUE DES SAULES,42,7070.0,THIEU,BEL,,,,0473/56.23.95,BE0757.569.604,NEE,JA,boekhouding,,,devosyolande@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,0.0,2022-12-21,MONS,,,1.0,HTT
2169.0,ARTATOUILLE,,QUAI NORD,56,7000.0,MONS,BEL,,,,0486/23.38.90,,NEE,JA,boekhouding,,,florine000@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2022-12-22,MONS,,,1.0,HTT
2173.0,COLLURA SALVATORE,ENTRE-POTES,RUE DE LA FOSSE,60,7810.0,MAFFLE,BEL,,,,0496/18.98.00,BE0717.323.215,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2022-12-28,Klanten HTT,500.0,2022-12-28,MONS,,,1.0,HTT
2179.0,SDO COOKING,,RUE DE NIMY,116,7000.0,MONS,BEL,,,,0489/45.83.49,BE0507.610.106,NEE,NEE,boekhouding,,,osmoserestaurant@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-11-28,Klanten HTT,4000.0,2022-12-29,MONS,,,1.0,HTT
2190.0,AU FOURNEAU,FERNEZ PATRICK,CHAUSSEE DE MAUBEUGE,362,7022.0,HYON,BEL,,,,0477/74.25.58,BE0783.093.965,NEE,JA,boekhouding,,,patrick.fernez@icloud.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-01-24,Klanten HTT,500.0,2023-01-03,MONS,,,1.0,HTT
2192.0,FULL HOUSE CONSTRUCTION,,ROUTE DE WALLONIE,4,7011.0,GHLIN,BEL,,,,,BE0771.464.556,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2022-12-27,Klanten HTT,500.0,2023-01-05,MONS,,,1.0,HTT
2193.0,BAUDOUT FRANCISCO,BCN NAMUR,RUE DES FOSSES FLEURIS,28,5000.0,NAMUR,BEL,0474/26.98.90,,,0470/93.47.21,BE0795.199.169,NEE,JA,boekhouding,,,compta@restobcn.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-10-19,Klanten HTT,0.0,2023-01-05,MONS,,,1.0,HTT
2196.0,DE ALTO & CO,LE CENTRE VILLE,GRAND PLACE,17,7000.0,MONS,BEL,,,,0498/66.48.42,BE0549.903.391,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,boekhouding,,,dealto.giulian@gmail.com,,,09 HORECA,,Klanten HTT,500.0,2023-01-09,MONS,,,1.0,HTT
2203.0,C.R.DEVELOPPEMENT,LA FERME DE LA PITANCE,RUE JEAN LORETTE,33,6230.0,THIMEON,BEL,,,,0477/29.13.19,BE0429.911.819,NEE,NEE,boekhouding,,,fermedelapitance@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2023-01-18,MONS,,,1.0,HTT
2209.0,LA CUISINE DU RAVEL,,CHAUSSEE DE DINANT,203,5170.0,RIVIERE,BEL,,,,0475/93.09.34,BE0761.599.359,NEE,JA,boekhouding,,,lacuisineduravel@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-03-05,Klanten HTT,500.0,2023-01-23,MONS,,,1.0,HTT
2218.0,CALLENS MARC,,RUE WIOTS,12,7530.0,GAURAIN RAMECROIX,BEL,,,,0478/21.97.58,BE0670.186.559,,,,,,,,,09 HORECA,,Klanten HTT,500.0,2023-01-26,MONS,,,1.0,HTT
2221.0,VERRES ET COUVERTS,,ROUTE D'HACQUEGNIES,9,7911.0,FRASNES-LEZ-ANVAING,BEL,069/57.91.14,,,,BE0825.544.630,NEE,NEE,boekhouding,,,verresetcouverts@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-01-27,MONS,,,1.0,HTT
2222.0,LE CONTY SPRL,,CHAUSSEE DE COURCELLES,173,6041.0,GOSSELIES,BEL,071/37.13.65,,,,BE0451.197.775,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,bellitalia@skynet.be,,,09 HORECA,,Klanten HTT,1000.0,2023-01-30,MONS,,,1.0,HTT
2223.0,INSTITUT PROVINCIALE MONS BORINAGE,,AVENUE GOUVERNEUR EMILE CORNEZ,1,7000.0,MONS,BEL,,,,,BE0207.656.610,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,factures.fournisseurs@hainaut.be,,,09 HORECA,2026-01-06,Klanten HTT,500.0,2023-01-30,MONS,,,1.0,HTT
2224.0,REGIE PROVINCIAL ORDINAIRE MONS BORINAGE,,ROUTE DE VALENCIENNE,58,7301.0,HORNU,BEL,065/76.76.14,,,,BE0207.656.610,NEE,NEE,boekhouding,,,factures.fournisseurs@hainaut.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-01-30,MONS,,,1.0,HTT
2227.0,AUBERGE DU VIEUX CEDRE MONS,MONS GRAND PLACE,PLACE DU PARC,1,7000.0,MONS,BEL,,,,0474/46.43.11,BE0754.867.460,NEE,NEE,boekhouding,,,bilalhammoud@hotmail.fr,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-03-04,Klanten HTT,500.0,2023-02-03,MONS,,,1.0,HTT
2228.0,AUBERGE DU VIEUX CEDRE,,AVENUE ELISABETH1ER,9,7850.0,ENGHIEN,BEL,02/397.13.00,,,,BE0466.114.001,NEE,NEE,boekhouding,,,info@levieuxcedre.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-02-03,MONS,,,1.0,HTT
2229.0,HALL FOOD CENTER,,CHAUSSEES DE BEAUMONT,16B,7000.0,MONS,BEL,,,,0470/24.86.85,BE0500.847.127,NEE,NEE,boekhouding,,,info@hallfoodcenter.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-02-06,MONS,,,1.0,HTT
2232.0,LA BRACE,,PLACE VERTE,9,7060.0,SOIGNIES,BEL,,,,0474/41.88.87,BE0479.703.701,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,carlo.greco@outlook.be,,,09 HORECA,,Klanten HTT,500.0,2023-02-07,MONS,,,1.0,HTT
2234.0,LES GAUCHERS,,RUE MERODE 29,95,1060.0,SAINT-GILLES,BEL,,,,,BE0660.785.081,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,boekhouding,,,sara@entrenousbxl.com,,,09 HORECA,,Klanten HTT,0.0,2023-02-07,MONS,,,1.0,HTT
2235.0,A LA BONNE HEURE,,RUE DE LA COUPE,34,7000.0,MONS,BEL,,,,0485/06.00.22,BE0544.547.904,NEE,NEE,boekhouding,,,stephaniedelcourt@hotmail.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-02-08,MONS,,,1.0,HTT
2242.0,D.S.D. SRL,L'ANCIENNE POSTE,BOULEVARD DES DEPORTE,1,7500.0,TOURNAI,BEL,069/86.61.66,,,0475/30.50.89,BE0867.257.204,NEE,JA,boekhouding,,,degelsvincent@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-02-10,MONS,,,1.0,HTT
2243.0,BELLANCA ANTILLIO,LE PETIT CHEZ SOI,PLACE COMMUNALE,7,7100.0,LA LOUVIERE,BEL,064/22.98.27,,,,BE0764.150.063,,,,,,,,,09 HORECA,2023-02-10,Klanten HTT,500.0,2023-02-10,MONS,,,1.0,HTT
2244.0,CAYANASA,LE DELICE DU JOUR,RUE DU CHEMIN DE FER,57,7160.0,CHAPELLE LEZ HERLAIMONT,BEL,,,,0475/45.31.63,BE0798.147.078,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,ledelicedujour@gmail.com,,,09 HORECA,2024-08-22,Klanten HTT,3000.0,2023-02-20,MONS,,,1.0,HTT
